2797,0,541,0,0,15,2,5
3943,0,588,0,0,39,0,0
5500,0,1032,0,0,29,7,0
6401,0,1219,0,0,23,7,1
8441,1,2115,0,0,41,21,0
4819,1,803,0,0,14,7,0
4215,0,626,0,0,22,7,0
0,0,0,0,0,0,0,0
4761,1,1428,0,0,95,11,0
3542,0,637,0,0,24,4,1
2699,0,602,0,0,21,1,2
6661,0,1076,0,0,58,5,3
4120,0,586,0,0,16,2,1
5471,0,983,0,0,57,4,0
4965,1,1369,0,0,81,9,0
4751,10,1243,0,0,48,12,1
4392,0,713,0,0,36,6,1
5188,1,1374,0,0,77,14,0
3779,0,664,0,0,17,2,0
2998,10,411,0,0,22,1,5
4702,0,1357,0,0,54,14,1
3372,2,762,0,0,13,5,0
6265,0,1356,0,0,21,2,0
6090,0,1479,0,0,116,6,0
6012,0,1548,0,0,57,30,0
4533,0,1736,0,0,70,21,0
3305,0,812,0,0,24,5,0
5064,0,1629,0,0,60,17,0
4940,0,1441,0,0,54,4,0
3105,0,779,0,0,57,7,7
4112,5,850,0,0,43,4,0
4423,1,1217,0,0,90,9,0
4180,0,363,0,0,12,1,0
4047,11,713,0,0,27,6,1
4409,10,1353,0,0,89,13,0
5931,0,1747,0,0,96,12,0
6089,0,1455,0,0,78,2,0
4805,0,1783,0,0,35,11,0
5569,0,1090,0,0,67,0,1
6408,0,1723,0,0,63,13,0
4598,0,1691,2,0,56,61,3
5137,0,1825,0,0,177,17,2
4492,0,1303,0,0,61,13,0
5231,0,1487,0,0,107,14,0
6442,0,1930,0,0,58,11,0
5576,0,1622,0,0,73,46,2
4007,0,1515,0,0,100,21,1
4152,0,1382,0,0,41,6,0
3797,0,798,0,0,13,3,6
2640,0,808,0,0,5,0,0
4191,0,1200,0,0,65,8,1
5802,0,1776,0,0,41,14,0
966,0,228,0,0,8,3,0
4770,0,1405,0,0,51,14,0
1700,0,308,0,0,5,1,1
327,0,76,0,0,2,0,0
4823,0,1618,0,0,34,15,1
5415,0,1181,0,0,66,7,0
2862,0,604,0,0,44,8,0
6142,0,1546,0,0,77,12,0
6634,0,1101,0,0,47,7,0
5964,0,1721,0,0,97,26,0
4575,70,1949,0,0,36,62,1
6254,0,1226,0,0,65,9,0
4820,80,1339,0,0,100,23,2
6149,0,1459,0,0,107,6,0
5554,0,1288,0,0,71,21,0
4457,70,1268,0,0,46,15,2
4330,0,1216,0,0,24,3,1
5887,0,1350,0,0,78,7,0
5498,0,1222,0,0,65,15,0
5800,0,1413,0,0,47,6,0
4925,60,1277,0,0,49,15,1
4909,0,1014,0,0,13,0,1
4305,0,1162,0,0,14,0,0
5159,10,1342,0,0,55,9,1
3961,0,1139,0,0,35,3,1
3303,0,910,0,0,33,1,2
6112,50,1386,0,0,63,20,0
5412,60,1237,0,0,40,10,1
5026,0,1254,0,0,18,1,0
4635,0,1378,0,0,31,3,1
5818,60,1297,0,0,57,6,0
4865,0,1131,0,0,35,16,0
4620,60,1287,0,0,24,4,0
5255,0,1520,0,0,42,4,0
5732,0,1256,0,0,45,3,0
3438,0,726,0,0,4,0,0
4566,60,1529,0,0,36,14,0
4306,0,1004,0,0,13,0,1
4764,50,1157,0,0,54,5,1
5200,0,1330,0,0,33,4,0
3801,50,1092,0,0,21,1,0
3726,0,939,0,0,16,0,3
5479,0,1175,0,0,34,0,0
5948,0,1311,0,0,32,6,0
3500,0,956,0,0,11,2,0
5624,0,1177,0,0,14,4,0
5643,0,1440,0,0,15,12,0
5772,0,1524,0,0,23,4,0
6039,0,1313,0,0,48,1,0
4747,0,1142,0,0,43,1,0
5414,0,1073,0,0,21,5,1
4879,80,1339,0,0,18,2,1
5163,0,1297,0,0,23,5,0
5103,0,1335,0,0,8,3,0
3884,60,1268,0,0,22,1,0
13189,0,1646,0,0,13,2,0
3905,0,627,0,0,11,3,3
5394,0,1098,0,0,18,0,6
7550,50,1162,0,0,13,2,2
7636,0,1812,0,0,21,4,0
3053,0,824,0,0,3,0,0
3566,0,845,0,0,12,2,0
2688,0,592,0,0,12,0,0
7032,0,1767,0,0,31,5,1
6333,40,2108,0,0,25,5,2
5182,0,1316,0,0,21,7,1
4714,0,1071,0,0,34,0,0
4278,0,1219,0,0,20,14,1
5173,0,1510,0,0,37,9,0
6025,0,1262,0,0,23,30,0
5352,0,1505,0,0,11,19,0
10196,0,3018,0,0,23,7,0
5570,0,1666,0,0,22,17,0
5815,0,1389,0,0,49,27,0
5416,0,1288,0,0,42,9,0
5692,70,2751,0,0,17,6,0
5671,30,1132,0,0,29,5,1
5490,0,1319,0,0,37,8,0
4346,30,1342,0,0,33,10,4
4838,0,1087,0,0,31,11,0
5741,20,1476,0,0,45,38,1
4963,0,1198,0,0,39,8,0
5288,10,1389,0,0,51,10,1
5067,0,1024,0,0,27,8,1
4583,0,1424,0,0,42,16,0
4982,0,1280,0,0,40,29,0
6277,20,1851,0,0,72,23,4
7197,0,1846,0,0,18,1,0
5192,0,1426,0,0,50,15,0
6583,0,2364,0,0,44,25,0
5489,0,1528,0,0,70,24,0
7360,0,1730,0,0,40,6,1
4984,0,1512,0,0,70,16,0
4511,0,901,0,0,5,2,1
4495,0,1330,0,0,40,4,1
4533,0,1280,0,0,42,21,0
6156,0,1590,0,0,77,27,0
6884,0,1678,0,0,111,34,0
6073,30,1921,0,0,89,17,0
9996,0,2776,0,0,82,15,0
3759,0,911,0,0,64,10,1
4119,10,1313,0,0,72,18,0
6746,0,1759,0,0,82,38,0
4813,0,1277,0,0,25,3,0
4808,0,1185,0,0,59,11,1
6709,10,1753,0,0,87,22,0
4996,0,1360,0,0,34,10,1
4813,0,1165,0,0,29,5,0
6746,0,1766,0,0,88,26,0
3129,0,906,0,0,3,0,0
3611,0,889,0,0,39,18,0
3810,0,865,0,0,32,10,0
3974,0,1141,0,0,59,23,0
3519,0,915,0,0,27,9,0
6676,0,1318,0,0,9,2,0
3132,0,595,0,0,12,3,0
379,0,87,0,0,3,1,0
4069,0,1373,0,0,49,15,1
4842,10,1300,0,0,59,39,0
3175,0,1155,0,0,54,11,0
5181,0,1566,0,0,51,35,2
3856,0,1395,3,0,89,8,2
2813,0,934,0,0,58,9,0
2735,0,892,0,0,54,14,0
2070,0,602,0,0,40,10,1
2055,0,468,0,0,33,13,0
4950,0,1528,0,0,76,43,0
3678,0,1230,0,0,70,13,0
4450,0,1331,0,0,5,3,0
3464,0,954,0,0,34,9,0
4563,0,1664,0,0,27,4,0
3575,0,820,0,0,68,0,0
3132,0,1042,0,0,45,23,0
2470,0,580,0,0,42,5,0
6158,0,1501,0,0,86,16,0
4614,20,1437,0,0,54,28,0
5790,0,1515,0,0,64,27,0
5759,10,1638,0,0,74,21,0
4536,0,1231,0,0,141,28,0
5642,0,1462,0,0,107,37,3
4872,0,1424,0,0,87,14,0
5004,0,1119,0,0,87,13,0
4797,20,1037,0,0,47,11,0
4903,0,973,0,0,33,8,0
6110,0,1530,0,0,79,20,0
4776,0,1261,0,0,72,31,1
6179,10,1552,0,0,93,34,0
5938,0,1378,0,0,116,27,0
5947,0,1565,0,0,94,23,0
5720,0,1250,0,0,50,49,1
4835,10,1073,0,0,33,14,0
6158,0,1539,0,0,97,24,0
5636,0,1341,0,0,48,16,0
6734,0,1773,0,0,55,19,0
4618,0,1547,0,0,50,17,0
6308,0,1534,0,0,92,56,2
5210,30,1381,0,0,76,14,1
5803,0,1552,0,0,42,13,0
4975,10,1125,0,0,55,10,0
5391,0,1408,0,0,32,7,0
4681,0,1556,0,0,98,27,0
4160,0,1378,0,0,47,14,0
5195,0,1200,0,0,67,15,0
4277,0,1261,0,0,83,24,0
6347,0,1859,0,0,70,28,1
5152,0,1566,0,0,64,13,0
8232,0,2030,0,0,53,43,0
5549,0,1372,0,0,47,29,1
6284,0,1621,0,0,74,19,0
5261,0,1533,0,0,35,27,0
5775,0,1131,0,0,188,17,0
5118,0,1473,0,0,46,19,0
5748,0,1580,0,0,87,15,0
6360,0,1768,0,0,139,27,2
4768,0,1774,0,0,38,5,1
4675,0,1089,0,0,65,6,3
5066,0,1494,0,0,12,2,2
5481,0,1186,0,0,37,4,7
4618,0,1172,0,0,66,16,0
6548,0,1648,0,0,111,24,0
5497,0,1198,0,0,58,8,8
9002,0,2631,0,0,61,4,0
5894,0,1601,0,0,46,11,1
6083,0,1674,0,0,55,13,0
5666,0,1545,0,0,57,20,0
5776,0,1255,0,0,86,8,1
8311,0,2527,0,0,83,2,0
5527,0,1392,0,0,52,7,0
5556,10,1539,0,0,47,2,1
5821,0,1411,0,0,73,7,2
6153,0,1458,0,0,40,2,1
5593,0,1459,0,0,57,8,1
6516,0,1464,0,0,43,5,1
0,0,0,0,0,0,0,0
5117,0,1132,0,0,72,7,1
3334,10,766,0,0,29,2,2
5573,0,1208,0,0,23,2,0
5831,0,1276,0,0,37,8,0
5466,0,1349,0,0,71,8,0
5627,0,1294,0,0,14,1,0
3905,0,928,0,0,17,0,0
5143,0,957,0,0,23,4,1
5164,0,1184,0,0,38,3,1
3965,0,760,0,0,19,1,1
6439,0,1653,0,0,48,4,2
5158,0,963,0,0,33,1,2
4504,0,843,0,0,13,1,1
5206,20,1408,0,0,9,2,1
5874,0,1626,0,0,27,9,1
6067,0,1538,0,0,17,8,2
4945,0,1341,0,0,60,7,0
5893,0,1375,0,0,22,6,0
6161,0,1403,0,0,12,9,1
5863,0,1335,0,0,41,8,0
5946,0,1485,0,0,16,5,0
6544,0,1365,0,0,28,10,0
6025,0,1407,0,0,17,8,0
6210,0,1451,0,0,28,4,1
6245,0,1201,0,0,34,2,0
6307,0,1633,0,0,41,4,1
4375,20,1458,0,0,8,2,0
6995,0,1734,0,0,37,7,3
5545,0,1573,0,0,24,13,0
6804,0,1541,0,0,34,14,4
6192,0,1415,0,0,39,6,2
4082,0,1128,0,0,23,9,0
6109,0,1447,0,0,28,21,0
6166,0,1653,0,0,45,8,0
5697,0,1385,0,0,36,13,0
6876,0,1874,0,0,19,5,0
3820,0,950,0,0,34,17,0
5009,0,1616,0,0,22,42,0
6554,0,1469,0,0,62,29,0
5864,0,1309,0,0,43,13,0
5690,0,1504,0,0,30,4,0
5773,100,1388,0,0,38,14,0
5251,0,1466,0,0,9,0,2
5364,70,1212,0,0,31,11,2
5701,0,1457,0,0,39,8,1
8080,0,1988,0,0,9,0,4
5327,60,1177,0,0,13,4,0
4695,0,1224,0,0,62,14,0
5940,0,1546,0,0,48,22,0
5987,60,1603,0,0,44,6,0
3884,0,1103,0,0,127,31,1
6117,0,1735,0,0,62,30,0
5640,0,1659,0,0,70,20,0
6428,0,1352,0,0,87,11,0
7279,0,1912,0,0,61,63,0
7977,60,1927,0,0,60,16,1
5502,0,1207,0,0,54,44,0
5553,0,1424,0,0,42,20,0
10622,0,2511,0,0,38,17,0
6748,70,1686,0,0,35,1,5
5666,0,1176,0,0,41,14,1
5074,50,1030,0,0,13,8,0
5101,10,1224,0,0,26,2,0
5018,0,1053,0,0,19,26,1
7226,60,1725,0,0,26,19,0
3551,0,635,0,0,28,1,0
5189,0,1266,0,0,28,37,0
3685,60,1201,0,0,54,5,0
5696,0,1326,0,0,31,29,0
4826,0,1569,0,0,21,19,1
4952,60,1155,0,0,69,18,0
4667,60,1036,0,0,12,34,0
4531,0,1349,0,0,19,0,1
2753,0,718,0,0,12,1,0
3307,0,605,0,0,9,2,0
5002,0,755,0,0,8,1,2
4292,0,1069,0,0,16,4,0
3877,70,896,0,0,7,2,4
3784,0,917,0,0,19,12,0
3450,0,758,0,0,7,4,1
4905,70,1255,0,0,28,24,0
4402,0,1127,0,0,23,5,2
498,0,115,0,0,1,0,0
4052,0,1152,0,0,7,7,0
1437,0,281,0,0,5,0,0
4574,70,1096,0,0,25,20,1
3304,0,866,0,0,15,7,1
4570,0,1113,0,0,11,5,0
5459,0,1349,0,0,16,0,0
4398,0,1235,0,0,18,20,1
5267,50,1289,0,0,37,18,0
5840,0,1060,0,0,20,9,0
4410,0,1122,0,0,37,11,2
4040,0,989,0,0,89,9,0
5551,0,1501,0,0,25,25,0
4864,40,1473,0,0,196,33,3
5065,0,994,0,0,128,6,1
4619,0,1054,0,0,69,8,1
9479,30,2097,0,0,78,35,0
4440,0,972,0,0,55,10,0
6178,0,1316,0,0,21,12,0
5480,0,1466,0,0,129,37,0
5049,20,1314,0,0,119,4,1
3536,30,704,0,0,33,2,2
6072,0,1504,0,0,32,23,0
5122,30,1274,0,0,163,26,1
3771,0,677,0,0,10,0,0
1107,0,249,0,0,20,1,0
2188,0,566,0,0,39,5,0
3583,30,930,0,0,88,8,0
2695,0,653,0,0,32,5,0
3121,0,703,0,0,42,7,1
1447,0,342,0,0,3,2,0
3825,20,1289,0,0,55,3,0
3030,0,873,0,0,41,9,0
5115,10,1497,0,0,33,16,1
4930,0,1297,0,0,30,25,0
5742,10,1463,0,0,52,15,0
5839,0,1490,0,0,42,20,0
5700,0,1605,0,0,20,9,0
5672,0,1184,0,0,77,26,3
5217,0,1251,0,0,14,5,0
4307,10,1391,0,0,11,11,0
5487,0,1473,0,0,44,20,0
5186,0,1357,0,0,20,10,1
1462,0,728,0,0,5,0,0
5481,10,1413,0,0,45,14,1
5672,0,1418,0,0,39,15,0
5875,0,1447,0,0,42,17,1
5354,10,1217,0,0,78,17,3
6031,0,1667,0,0,38,19,0
6213,0,1537,0,0,40,18,0
5649,0,1211,0,0,47,23,1
5491,0,1137,0,0,27,6,0
5589,0,1213,0,0,30,13,0
4742,0,1385,0,0,9,4,0
4345,0,1360,0,0,35,6,1
5131,0,1164,0,0,46,35,3
5041,0,743,0,0,22,1,0
5674,0,1201,0,0,29,11,0
3704,0,809,0,0,8,3,1
5366,0,1298,0,0,42,17,0
5834,0,1468,0,0,55,25,0
4717,0,618,0,0,13,0,0
6721,0,1747,0,0,22,14,0
6106,0,1523,0,0,46,24,0
4584,0,1004,0,0,20,19,0
3980,0,831,0,0,26,20,0
5171,0,1322,0,0,37,24,0
4095,0,1052,0,0,47,9,0
5811,10,901,0,0,41,7,0
5300,0,1165,0,0,52,18,0
5226,0,1459,0,0,52,15,0
5868,0,1535,0,0,40,11,1
5577,0,1253,0,0,34,0,0
5561,0,1772,0,0,78,40,0
6035,0,1352,0,0,63,12,0
5786,0,1405,0,0,81,9,0
5454,0,1275,0,0,80,6,1
5659,0,1499,0,0,106,5,1
5140,0,1221,0,0,74,5,0
5582,0,1286,0,0,93,10,0
2893,0,630,0,0,34,5,0
4469,0,1029,0,0,66,11,0
5617,10,1035,0,0,38,3,2
5264,0,1183,0,0,74,6,1
5433,0,1298,0,0,79,2,0
4783,0,1150,0,0,97,12,0
5175,0,1186,0,0,47,0,2
5393,0,1158,0,0,75,4,0
3463,10,880,0,0,7,0,0
4685,0,1180,0,0,56,1,4
3644,0,691,0,0,19,0,0
5887,0,1552,0,0,57,1,0
6519,0,1595,0,0,91,17,0
5545,0,1105,0,0,60,4,1
6843,20,1752,0,0,12,1,1
5411,0,1225,0,0,51,2,0
6041,0,1359,0,0,44,9,1
3710,10,1093,0,0,42,1,2
2036,0,337,0,0,22,0,0
4842,0,982,0,0,29,3,0
5246,0,1165,0,0,49,5,1
2932,0,569,0,0,11,0,1
3196,0,593,0,0,19,0,3
5608,0,1234,0,0,59,6,1
3181,0,711,0,0,21,1,0
3490,0,631,0,0,10,4,1
4332,0,1050,0,0,33,4,0
5550,0,1114,0,0,37,2,2
2904,0,580,0,0,13,1,0
5290,0,1301,0,0,48,10,0
2954,0,634,0,0,15,1,0
3952,0,685,0,0,19,0,0
5378,0,1603,0,0,12,0,1
6549,0,1236,0,0,35,4,0
5508,10,1095,0,0,65,5,0
5591,0,1134,0,0,62,5,1
8255,0,2136,0,0,14,1,2
441,0,91,0,0,2,0,0
5238,10,1149,0,0,33,5,0
4027,0,827,0,0,13,1,0
4895,0,1124,0,0,17,7,2
2465,0,467,0,0,12,3,0
4615,0,892,0,0,37,4,2
3309,0,637,0,0,19,1,0
4673,0,1136,0,0,26,3,0
4908,0,1026,0,0,39,5,2
5307,10,1315,0,0,38,5,0
5594,0,1298,0,0,43,8,1
5838,0,1222,0,0,57,8,0
3498,0,624,0,0,13,3,1
4959,10,1163,0,0,58,6,0
5638,0,1250,0,0,41,4,0
4864,0,988,0,0,48,14,0
5437,0,1221,7,0,43,10,0
5625,0,1148,0,0,51,11,0
7145,0,1555,0,0,42,4,2
5277,0,975,0,0,38,9,1
4380,0,963,0,0,34,4,0
396,0,63,0,0,4,2,1
5551,0,1527,0,0,43,11,0
4996,0,892,0,0,28,7,2
0,0,0,0,0,0,0,0
1757,0,389,0,0,26,2,0
2499,0,452,0,0,28,3,0
3674,0,779,0,0,26,8,0
367,0,87,0,0,8,0,0
5705,0,1184,0,0,70,37,1
832,0,148,0,0,1,1,2
7170,0,1649,0,0,53,17,0
4025,0,812,0,0,39,3,0
7319,0,1254,0,0,51,21,0
989,0,218,0,0,11,0,1
5280,0,1051,0,0,48,81,1
6000,0,1135,0,0,45,18,0
7482,0,1064,0,0,25,6,0
6937,0,1031,0,0,42,17,0
6496,10,1409,0,0,59,20,0
6876,0,1017,0,0,40,4,0
6338,20,1262,0,0,58,16,1
6803,0,1223,0,0,75,27,0
6146,0,1068,0,0,61,17,1
6513,0,955,0,0,42,11,0
5551,0,1239,0,0,100,11,0
7860,0,585,0,0,25,1,0
8440,0,1854,0,0,73,25,0
9760,0,2337,0,0,59,11,0
6825,0,1471,0,0,12,14,0
6954,0,1043,0,0,61,11,0
7054,0,969,0,0,49,12,0
9408,0,1947,0,0,56,25,0
5203,0,945,0,0,17,2,0
6146,0,1118,0,0,32,6,1
6262,0,1023,0,0,92,14,0
7232,0,1065,0,0,22,1,0
7463,20,1781,0,0,89,25,0
7092,0,1419,0,0,132,11,0
4741,0,1388,0,0,127,20,0
7087,0,825,0,0,32,3,0
6714,0,982,0,0,62,6,0
7155,0,1372,0,0,86,45,0
6268,0,1142,0,0,62,26,0
8972,0,651,0,0,50,10,0
6233,0,1725,0,0,97,73,0
5857,0,1336,0,0,38,18,0
7200,0,1072,0,0,21,1,0
6498,0,942,0,0,28,4,0
6277,0,1336,0,0,36,38,0
5330,0,1234,0,0,85,10,0
6536,20,1611,0,0,12,0,1
6697,0,1180,0,0,28,26,1
5611,130,1246,0,0,30,15,0
6228,0,1042,0,0,29,3,0
6668,120,1576,0,0,26,17,0
5628,0,930,0,0,18,6,2
5381,0,1028,0,0,14,5,0
5218,110,919,0,0,44,13,0
0,0,0,0,0,0,0,0
5690,0,1522,0,0,93,14,0
7056,0,831,0,0,38,0,0
5251,120,1635,0,0,23,32,0
4893,0,919,0,0,52,4,1
5818,0,1258,0,0,68,26,0
6012,0,1558,0,0,48,29,1
5966,0,1347,0,0,60,16,0
4781,100,982,0,0,28,3,0
5030,0,1274,0,0,30,6,4
5038,100,1101,0,0,30,10,1
4877,0,1239,0,0,58,37,1
7457,0,1308,0,0,147,5,1
5798,0,1317,0,0,49,18,0
5365,0,1285,0,0,55,17,3
5797,0,1489,0,0,61,36,0
5130,110,1772,0,0,18,24,0
5229,0,973,0,0,30,5,0
4969,0,989,0,0,34,13,2
4903,100,1024,0,0,46,41,0
5186,90,1081,0,0,70,4,0
6167,10,1423,0,0,307,23,0
5797,70,1312,0,0,151,33,0
4529,0,1277,0,0,33,8,0
4549,50,1100,0,0,20,3,0
5446,0,1181,0,0,54,17,3
2300,0,593,0,0,33,8,0
5764,60,1385,0,0,93,2,0
3679,0,785,0,0,35,16,0
3762,0,1114,0,0,7,0,0
5087,10,1168,0,0,46,10,0
6565,0,1584,0,0,44,8,0
8230,0,1382,0,0,60,2,0
7469,0,1740,0,0,171,8,1
5703,0,1342,0,0,54,17,0
6040,0,1224,0,0,95,6,0
6788,0,1911,0,0,27,1,0
5118,0,1282,0,0,61,32,0
5612,0,1353,0,0,30,39,3
4546,110,1470,0,0,81,3,0
5399,0,847,0,0,61,8,0
5783,0,1085,0,0,89,11,1
6449,0,1096,0,0,93,9,0
5174,160,1330,0,0,49,30,0
6392,0,1091,0,0,74,12,0
7133,0,1598,0,0,63,7,0
6992,0,1126,0,0,97,14,0
5686,0,1009,0,0,73,0,0
5633,270,1823,0,0,31,59,0
4995,200,790,0,0,46,15,1
4658,0,962,0,0,44,49,0
5918,0,1076,0,0,63,8,2
2437,0,618,0,0,22,0,1
5340,0,1083,0,0,47,12,2
2708,0,627,0,0,9,3,0
2475,0,526,0,0,20,1,0
5915,0,1085,0,0,54,22,0
5255,0,1072,0,0,34,44,1
5399,0,1035,0,0,37,19,1
6056,0,1019,0,0,169,18,2
6213,0,1031,0,0,17,15,0
5102,0,700,0,0,21,22,0
5518,0,814,0,0,17,2,0
3468,0,995,0,0,31,22,1
5990,0,1315,0,0,58,48,0
5046,230,1063,0,0,24,2,1
6596,0,1000,0,0,24,10,1
6108,0,1128,0,0,25,11,0
5926,190,1143,0,0,38,8,0
6232,0,1193,0,0,23,11,0
4902,20,1003,0,0,33,1,0
5194,170,1070,0,0,20,7,1
4319,0,811,0,0,32,3,0
5353,20,1132,0,0,19,7,0
4210,0,1015,0,0,13,4,2
5906,0,1179,0,0,8,7,0
6896,0,1195,0,0,8,3,1
