0
145
472
843
1183
1550
1826
2113
2404
2681
2986
3298
3617
3945
4256
4586
4916
5275
5602
5907
6233
6571
6936
7280
7614
7926
8232
8516
8844
9180
9535
9807
10085
10402
10745
11033
11344
11647
11965
12258
12570
12885
13206
13534
13839
