1081,0,0,1,0,4
316,0,0,0,0,0
389,0,1,0,0,0
1151,0,0,0,0,0
325,0,0,0,0,0
334,0,0,0,0,0
814,0,0,0,0,0
311,0,0,0,0,0
552,0,0,0,0,0
452,0,0,0,0,0
36,0,0,0,0,0
89,0,0,0,0,0
217,0,0,0,0,0
1413,0,1,0,0,0
571,0,0,0,0,0
92,0,1,0,0,0
66,0,0,0,0,0
315,0,0,2,0,0
953,0,0,6,0,0
381,0,0,1,0,0
1083,0,0,0,0,0
135,0,0,0,0,0
2746,0,5,0,0,0
1148,0,0,0,0,0
1220,0,0,5,0,0
194,0,1,0,0,0
1197,0,0,8,0,0
266,0,0,2,0,0
831,0,0,3,0,0
22,0,0,0,0,0
250,0,1,0,0,1
1471,0,1,4,0,0
648,0,0,0,0,1
2196,0,1,0,0,0
1629,0,0,0,0,0
33,0,0,0,0,0
843,0,1,7,0,0
345,0,0,0,0,0
1363,0,1,11,0,0
54,0,0,0,0,0
47,0,0,0,0,0
89,0,0,0,0,0
3276,0,2,0,0,0
1521,0,0,4,0,0
416,0,0,8,0,0
1563,0,0,11,0,0
111,0,0,2,0,0
1904,0,0,5,0,0
567,0,0,0,0,0
1056,0,1,0,0,0
602,0,0,0,0,0
148,0,0,0,0,0
1434,0,1,0,0,0
311,0,1,0,0,0
312,0,0,0,0,0
1814,0,3,22,0,0
747,0,1,2,0,0
782,0,0,0,0,0
900,0,0,2,0,0
421,0,0,0,0,0
366,0,0,0,0,0
2023,0,1,18,0,0
611,0,0,8,0,0
788,0,0,4,0,0
399,0,0,1,0,0
3082,0,0,0,0,0
3887,0,0,5,0,1
999,0,1,2,0,0
1177,0,1,0,0,0
2072,0,0,50,0,0
1140,0,0,4,0,0
533,0,2,1,0,2
483,0,1,0,0,0
726,0,2,2,0,0
1790,0,1,0,0,0
2127,0,4,0,0,0
1809,0,0,12,0,0
1175,0,0,0,0,0
1215,0,1,0,0,0
462,0,1,1,0,0
98,0,0,0,0,0
735,0,1,0,0,0
340,0,0,2,0,0
536,0,2,3,0,0
3599,0,2,11,0,0
327,0,0,0,0,0
445,0,0,0,0,0
1957,0,2,0,0,0
1443,0,1,2,0,0
63,0,0,0,0,0
1064,0,2,7,0,0
552,0,0,3,0,0
712,0,1,2,0,0
246,0,0,1,0,0
30,0,0,0,0,0
1531,0,3,11,0,0
1467,0,0,0,0,0
732,0,1,0,0,0
561,0,0,0,0,0
2494,0,1,5,0,1
1325,0,5,2,0,0
2035,0,2,0,0,0
523,0,1,0,0,0
315,0,0,0,0,0
338,0,0,0,0,0
159,0,0,0,0,0
438,0,0,0,0,0
529,0,0,0,0,0
1888,0,0,0,0,0
450,0,0,0,0,0
191,0,0,0,0,0
1938,0,0,4,0,0
0,0,0,0,0,0
374,0,0,0,0,0
540,0,0,0,0,0
300,0,0,1,0,0
666,0,1,1,0,0
682,0,2,0,0,0
1275,0,0,2,0,0
57,0,0,0,0,0
2096,0,0,1,0,0
258,0,0,0,0,0
1688,0,1,2,0,0
1602,0,0,0,0,0
550,0,0,0,0,0
267,0,0,0,0,0
136,0,1,0,0,0
886,0,2,3,0,0
342,0,1,0,0,0
149,0,0,0,0,0
300,0,0,0,0,0
630,0,2,3,0,0
60,0,0,0,0,0
1904,0,2,1,0,0
63,0,0,0,0,0
